"f2","f14","f18","f31","f32","f108","f161","f163","f249","f250","f301","f303","f325","f326","f328","f333","f334"
0.001,"500ETF沽12月5500",0.0015,0.0009,0.0013,7063,5.5,29,37.11,22.93,20251224,0,0,0,0,"中证500ETF",7.135
0.0056,"500ETF沽12月6250",0.0086,0.0056,0.0059,25134,6.25,-979,26.17,12.48,20251224,9.81,-0.0077,0.0537,-0.0567,"中证500ETF",7.135
0.0368,"500ETF沽12月6750",0.0575,0.0368,0.0369,78191,6.75,7095,21.66,5.91,20251224,28.93,-0.1492,0.5839,-0.6107,"中证500ETF",7.135
0.013,"500ETF沽12月6500",0.0222,0.0129,0.013,44398,6.5,5906,23.29,9.08,20251224,23.6,-0.043,0.2298,-0.2419,"中证500ETF",7.135
0.0318,"科创50购12月1400",0.0248,0.0317,0.0318,100066,1.4,977,22.8,2.79,20251224,21.75,0.4965,3.5116,-0.3147,"科创50ETF",1.393
0.0152,"科创50购12月1450",0.0119,0.0152,0.0153,100092,1.45,3372,23.63,5.18,20251224,30.27,0.3303,3.1889,-0.2838,"科创50ETF",1.393
0.058,"科创50购12月1350",0.0466,0.0579,0.058,54212,1.35,-2113,20.8,1.08,20251224,16.07,0.669,3.1918,-0.2896,"科创50ETF",1.393
0.0941,"科创50购12月1300",0.0783,0.0941,0.0942,21547,1.3,-1118,0,0.08,20251224,12.08,0.8159,2.3426,-0.2177,"科创50ETF",1.393
0.0071,"科创50购12月1500",0.006,0.0071,0.0072,98843,1.5,6792,25,8.19,20251224,38.51,0.1963,2.4369,-0.2159,"科创50ETF",1.393
0.0499,"科创50购1月1400",0.0425,0.0495,0.0498,3657,1.4,789,22.61,4.08,20260128,14.39,0.5156,2.3157,-0.2104,"科创50ETF",1.393
0.033,"科创50购1月1450",0.0284,0.033,0.0336,3383,1.45,660,23.93,6.46,20260128,17.02,0.4033,2.249,-0.2028,"科创50ETF",1.393
0.0212,"科创50购1月1500",0.0185,0.0212,0.0213,4092,1.5,1138,24.9,9.2,20260128,19.83,0.3018,2.0253,-0.1816,"科创50ETF",1.393
0.1039,"科创50购1月1300",0.0909,0.1041,0.106,682,1.3,204,17.33,0.78,20260128,9.9,0.7385,1.8897,-0.1765,"科创50ETF",1.393
0.0721,"科创50购1月1350",0.063,0.0717,0.0746,959,1.35,439,20.17,2.09,20260128,12.18,0.6306,2.1921,-0.2014,"科创50ETF",1.393
0.0042,"科创50购12月1550",0.0037,0.0042,0.0043,64549,1.55,-3572,27.93,11.57,20251224,34.63,0.1044,1.5939,-0.1408,"科创50ETF",1.393
0.0137,"科创50购1月1550",0.0123,0.0133,0.0136,3047,1.55,466,25.98,12.25,20260128,22,0.2164,1.7036,-0.1522,"科创50ETF",1.393
0.0743,"科创50购3月1400",0.067,0.0717,0.077,9675,1.4,886,23.71,5.84,20260325,9.98,0.5321,1.6744,-0.1544,"科创50ETF",1.393
0.0092,"科创50购1月1600",0.0083,0.0084,0.0086,7448,1.6,2042,27.34,15.52,20260128,22.55,0.1489,1.3475,-0.12,"科创50ETF",1.393
0.1207,"科创50购3月1300",0.1087,0.1169,0.123,4558,1.3,20,19.31,1.99,20260325,8.04,0.6968,1.471,-0.1389,"科创50ETF",1.393
0.0181,"科创50购3月1700",0.0164,0.0172,0.0176,12283,1.7,255,30.91,23.34,20260325,11.16,0.145,0.9596,-0.086,"科创50ETF",1.393
0.0454,"科创50购3月1500",0.0412,0.0454,0.0455,12511,1.5,274,26.49,10.94,20260325,11.44,0.3729,1.5939,-0.145,"科创50ETF",1.393
0.0939,"科创50购3月1350",0.0855,0.0939,0.095,7367,1.35,-501,21.53,3.65,20260325,9.13,0.6156,1.6088,-0.1499,"科创50ETF",1.393
0.1511,"科创50购3月1250",0.1369,0.1512,0.1544,2452,1.25,-12,13.18,0.58,20260325,7.12,0.772,1.2725,-0.1225,"科创50ETF",1.393
0.0567,"科创50购3月1450",0.0527,0.0567,0.0586,14309,1.45,712,24.76,8.16,20260325,11.06,0.4502,1.6667,-0.1525,"科创50ETF",1.393
0.168,"科创50购6月1250",0.1582,0.1621,0.1684,2321,1.25,6,16.5,1.79,20260624,6.08,0.7336,1.0391,-0.1011,"科创50ETF",1.393
0.1394,"科创50购1月1250",0.1246,0.1384,0.1432,363,1.25,134,0,-0.26,20260128,8.3,0.8305,1.4671,-0.1408,"科创50ETF",1.393
0.028,"科创50购3月1600",0.026,0.028,0.0287,13791,1.6,-29,28.71,16.87,20260325,11.99,0.2411,1.3123,-0.1184,"科创50ETF",1.393
0.0222,"科创50购3月1650",0.0205,0.0223,0.0225,18081,1.65,576,29.74,20.04,20260325,11.83,0.1886,1.1374,-0.1022,"科创50ETF",1.393
0.0421,"科创50购6月1650",0.0393,0.041,0.0433,3507,1.65,54,28.37,21.47,20260624,9.08,0.2743,1.0544,-0.0962,"科创50ETF",1.393
0.1177,"科创50购6月1350",0.11,0.1129,0.123,1651,1.35,85,21.53,5.36,20260624,7.24,0.612,1.2121,-0.1148,"科创50ETF",1.393
0.0142,"科创50购3月1750",0.0133,0.014,0.0149,17748,1.75,639,31.59,26.65,20260325,10.76,0.1097,0.7901,-0.0707,"科创50ETF",1.393
0.142,"科创50购6月1300",0.1402,0.1367,0.1458,1447,1.3,66,19.9,3.52,20260624,6.61,0.674,1.1402,-0.1093,"科创50ETF",1.393
0.0117,"科创50购3月1800",0.011,0.0117,0.0118,45624,1.8,615,32.62,30.06,20260325,9.73,0.0817,0.6362,-0.0568,"科创50ETF",1.393
0.0591,"科创50购6月1550",0.0556,0.0563,0.0598,2085,1.55,141,26.68,15.51,20260624,8.79,0.3728,1.1975,-0.1102,"科创50ETF",1.393
0.0509,"科创50购6月1600",0.048,0.0493,0.0521,2945,1.6,137,27.86,18.51,20260624,8.79,0.3212,1.1333,-0.1038,"科创50ETF",1.393
0.0706,"科创50购6月1500",0.066,0.0696,0.073,2825,1.5,8,25.81,12.75,20260624,8.46,0.4286,1.242,-0.1149,"科创50ETF",1.393
0.0355,"科创50购6月1700",0.0336,0.0348,0.0355,6794,1.7,108,29.05,24.59,20260624,9.12,0.2323,0.9659,-0.0879,"科创50ETF",1.393
0.0999,"科创50购6月1400",0.094,0.0968,0.1005,3696,1.4,9,23.41,7.67,20260624,7.66,0.5494,1.2525,-0.1175,"科创50ETF",1.393
0.1361,"科创50购12月1250",0.1183,0.1361,0.1376,8123,1.25,-841,0,-0.5,20251224,9.38,0.9163,1.3537,-0.1327,"科创50ETF",1.393
0.0296,"科创50购6月1750",0.0281,0.0296,0.03,13062,1.75,264,29.54,27.75,20260624,9.18,0.1951,0.8726,-0.0792,"科创50ETF",1.393
0.1943,"科创50购6月1200",0.1848,0.1893,0.2024,1048,1.2,23,0,0.09,20260624,5.66,0.7892,0.9139,-0.0908,"科创50ETF",1.393
0.036,"科创50购3月1550",0.0343,0.0358,0.036,14085,1.55,330,27.78,13.85,20260325,11.72,0.3028,1.4701,-0.1331,"科创50ETF",1.393
0.1876,"科创50购3月1200",0.171,0.188,0.1907,4380,1.2,71,0,-0.39,20260325,6.22,0.8376,1.0344,-0.1025,"科创50ETF",1.393
0.0022,"科创50沽3月850",0.0021,0.0021,0.0022,12656,0.85,1322,43.55,39.14,20260325,0.76,-0.0012,0.0183,-0.0015,"科创50ETF",1.393
0.0814,"科创50购6月1450",0.0802,0.0797,0.0874,3073,1.45,100,24.1,9.94,20260624,8.35,0.4879,1.2616,-0.1174,"科创50ETF",1.393
0.5,"科创50购12月900",0.5,0.4782,0.4881,2531,0.9,0,97.66,0.5,20251224,2.79,1,0,-0.0116,"科创50ETF",1.393
0.1853,"科创50购12月1200",0.1647,0.1826,0.1855,7931,1.2,221,0,-0.55,20251224,7.29,0.97,0.5983,-0.0672,"科创50ETF",1.393
0.1841,"科创50购1月1200",0.1753,0.177,0.1853,324,1.2,124,0,-0.64,20260128,6.82,0.9009,1.013,-0.102,"科创50ETF",1.393
0.2828,"科创50购12月1100",0.2659,0.2777,0.2865,8299,1.1,-164,0,-0.73,20251224,4.92,0.9984,0.0455,-0.0182,"科创50ETF",1.393
0.232,"科创50购12月1150",0.212,0.2298,0.234,5763,1.15,-261,0,-0.79,20251224,5.96,0.9919,0.1956,-0.0318,"科创50ETF",1.393
0.333,"科创50购12月1050",0.3085,0.33,0.3355,3080,1.05,-26,0,-0.72,20251224,4.18,0.9998,0.0072,-0.0142,"科创50ETF",1.393
0.3835,"科创50购12月1000",0.363,0.3782,0.386,3679,1,-3,0,-0.68,20251224,3.63,1,0.0007,-0.013,"科创50ETF",1.393
0.4316,"科创50购12月950",0.4097,0.4272,0.4369,1219,0.95,-30,0,-0.82,20251224,3.23,1,0,-0.0123,"科创50ETF",1.393
0.2299,"科创50购6月1150",0.219,0.2268,0.2364,544,1.15,39,0,-0.94,20260624,5.08,0.8392,0.7723,-0.0788,"科创50ETF",1.393
0.5797,"科创50购12月800",0.5593,0.5775,0.5843,2510,0.8,-31,0,-0.95,20251224,2.4,1,0,-0.0103,"科创50ETF",1.393
0.0008,"科创50购12月1800",0.0008,0.0007,0.0008,50486,1.8,942,42.19,29.27,20251224,1.74,0.001,0.0296,-0.0025,"科创50ETF",1.393
0.0028,"科创50购12月1600",0.0028,0.0026,0.0028,55192,1.6,-1452,31.25,15.06,20251224,24.83,0.0499,0.9058,-0.0798,"科创50ETF",1.393
0.0026,"科创50沽3月900",0.0026,0.0026,0.0027,8974,0.9,1133,40.23,35.58,20260325,1.98,-0.0037,0.0473,-0.004,"科创50ETF",1.393
0.0003,"科创50沽12月800",0.0003,0.0002,0.0003,64295,0.8,455,78.13,42.59,20251224,0,0,0,0,"科创50ETF",1.393
0.0004,"科创50沽12月900",0.0003,0.0003,0.0004,18771,0.9,16,64.06,35.42,20251224,0,0,0,0,"科创50ETF",1.393
0.0003,"科创50沽12月850",0.0003,0.0002,0.0004,34470,0.85,118,68.75,39,20251224,0,0,0,0,"科创50ETF",1.393
0.528,"科创50购12月850",0.5165,0.5278,0.5379,2031,0.85,-7,0,-1.08,20251224,2.64,1,0,-0.011,"科创50ETF",1.393
0.2269,"科创50购3月1150",0.211,0.2227,0.2269,5298,1.15,0,0,-1.16,20260325,5.47,0.8915,0.7842,-0.0811,"科创50ETF",1.393
0.366,"科创50沽3月1700",0.3305,0.3507,0.3605,2012,1.7,1,50.95,4.24,20260325,3.25,-0.8549,0.9596,-0.064,"科创50ETF",1.393
0.4693,"科创50购3月900",0.4693,0.4532,0.4648,615,0.9,0,0,-1.7,20260325,2.96,0.9962,0.0473,-0.0156,"科创50ETF",1.393
0.3927,"科创50沽6月1700",0.396,0.3823,0.3976,195,1.7,48,46.44,6.15,20260624,2.72,-0.7676,0.9659,-0.0659,"科创50ETF",1.393
0.2698,"科创50购3月1100",0.2601,0.2699,0.274,5434,1.1,-40,0,-1.67,20260325,4.82,0.9326,0.5494,-0.0608,"科创50ETF",1.393
0.4328,"科创50沽6月1750",0.4307,0.4253,0.4413,445,1.75,4,46.83,5.44,20260624,2.59,-0.8048,0.8726,-0.0565,"科创50ETF",1.393
0.4135,"科创50购3月950",0.3946,0.4043,0.4154,653,0.95,71,0,-2.12,20260325,3.34,0.9907,0.1049,-0.0212,"科创50ETF",1.393
0.3641,"科创50购3月1000",0.3451,0.3569,0.3641,1830,1,-15,0,-2.07,20260325,3.75,0.98,0.2037,-0.0303,"科创50ETF",1.393
0.3054,"科创50沽6月1600",0.3179,0.2981,0.3118,1132,1.6,90,42.99,7.06,20260624,3.1,-0.6787,1.1333,-0.0831,"科创50ETF",1.393
0.508,"科创50购3月850",0.4947,0.5024,0.5142,2174,0.85,19,0,-2.51,20260325,2.74,0.9987,0.0183,-0.0125,"科创50ETF",1.393
0.2655,"科创50沽6月1550",0.2765,0.2582,0.2711,879,1.55,110,41.72,7.79,20260624,3.29,-0.6271,1.1975,-0.0901,"科创50ETF",1.393
0.3159,"科创50购3月1050",0.3112,0.3096,0.3198,1496,1.05,-37,0,-1.95,20260325,4.24,0.9615,0.352,-0.0435,"科创50ETF",1.393
0.3457,"科创50沽6月1650",0.3587,0.3396,0.3542,711,1.65,94,44.02,6.37,20260624,2.92,-0.7256,1.0544,-0.0749,"科创50ETF",1.393
0.4475,"科创50沽3月1800",0.4682,0.4445,0.4553,6019,1.8,0,50.88,2.91,20260325,2.86,-0.9182,0.6362,-0.0334,"科创50ETF",1.393
0.0395,"科创50沽6月1150",0.0414,0.0392,0.0411,1608,1.15,157,33.59,20.28,20260624,5.67,-0.1607,0.7723,-0.064,"科创50ETF",1.393
0.4001,"科创50沽3月1750",0.4032,0.3971,0.4076,4328,1.75,0,48.58,3.09,20260325,3.1,-0.8902,0.7901,-0.0479,"科创50ETF",1.393
0.2264,"科创50沽6月1500",0.2355,0.2203,0.2322,856,1.5,22,40.23,8.57,20260624,3.52,-0.5713,1.242,-0.0955,"科创50ETF",1.393
0.3094,"科创50沽3月1650",0.3256,0.3054,0.3149,2210,1.65,-4,44.63,3.76,20260325,3.65,-0.8113,1.1374,-0.0808,"科创50ETF",1.393
0.0975,"科创50沽6月1300",0.1027,0.0973,0.0998,4156,1.3,116,35.42,13.68,20260624,4.66,-0.3259,1.1402,-0.0924,"科创50ETF",1.393
0.4187,"科创50沽12月1800",0.4366,0.4122,0.4218,2708,1.8,-229,71.29,0.84,20251224,3.32,-0.9989,0.0296,0.0208,"科创50ETF",1.393
0.371,"科创50沽12月1750",0.3898,0.3641,0.3734,3711,1.75,1,68.55,1.01,20251224,3.74,-0.9969,0.0811,0.0157,"科创50ETF",1.393
0.0018,"科创50购12月1650",0.0019,0.0017,0.0018,34935,1.65,-455,33.59,18.58,20251224,16.64,0.0215,0.4533,-0.0398,"科创50ETF",1.393
0.1547,"科创50沽6月1400",0.1639,0.156,0.1616,2118,1.4,16,37.35,10.6,20260624,4.06,-0.4505,1.2525,-0.0994,"科创50ETF",1.393
0.0049,"科创50沽3月1000",0.0055,0.0049,0.005,7937,1,-10,35.74,28.56,20260325,5.66,-0.0199,0.2037,-0.0173,"科创50ETF",1.393
0.2243,"科创50沽3月1550",0.2388,0.2201,0.2283,2499,1.55,-151,40.97,4.83,20260325,4.33,-0.6971,1.4701,-0.113,"科创50ETF",1.393
0.2703,"科创50沽12月1650",0.2893,0.2672,0.2705,6389,1.65,-42,55.18,0.95,20251224,5.04,-0.9784,0.4533,-0.0183,"科创50ETF",1.393
0.0015,"科创50沽12月1150",0.0016,0.0014,0.0016,34538,1.15,-278,37.5,17.55,20251224,7.43,-0.008,0.1956,-0.0168,"科创50ETF",1.393
0.237,"科创50沽1月1600",0.2499,0.2295,0.2391,168,1.6,4,43.07,2.15,20260128,5,-0.851,1.3475,-0.0992,"科创50ETF",1.393
0.2646,"科创50沽3月1600",0.28,0.2618,0.2706,2104,1.6,113,42.29,4.13,20260325,3.99,-0.7588,1.3123,-0.0976,"科创50ETF",1.393
0.3192,"科创50沽12月1700",0.3403,0.3181,0.3235,3129,1.7,-5,60.25,0.88,20251224,4.33,-0.9915,0.2021,0.0044,"科创50ETF",1.393
0.1878,"科创50沽6月1450",0.2005,0.1847,0.1958,588,1.45,0,38.43,9.39,20260624,3.8,-0.512,1.2616,-0.0987,"科创50ETF",1.393
0.1487,"科创50沽3月1450",0.1601,0.1458,0.1489,5861,1.45,-41,37.84,6.58,20260325,5.15,-0.5497,1.6667,-0.1337,"科创50ETF",1.393
0.1255,"科创50沽6月1350",0.135,0.1255,0.1271,1384,1.35,-45,36.62,12.1,20260624,4.31,-0.3879,1.2121,-0.0973,"科创50ETF",1.393
0.184,"科创50沽3月1500",0.191,0.1805,0.1879,4047,1.5,108,39.01,5.53,20260325,4.75,-0.627,1.5939,-0.1255,"科创50ETF",1.393
0.2213,"科创50沽12月1600",0.2412,0.2183,0.2236,7532,1.6,86,49.32,1.03,20251224,5.98,-0.95,0.9058,-0.059,"科创50ETF",1.393
0.1148,"科创50沽3月1400",0.1253,0.112,0.1171,7258,1.4,264,36.21,7.74,20260325,5.68,-0.4678,1.6744,-0.1362,"科创50ETF",1.393
0.0749,"科创50沽6月1250",0.0816,0.0748,0.0762,7145,1.25,310,34.81,15.64,20260624,4.95,-0.2663,1.0391,-0.0849,"科创50ETF",1.393
0.1895,"科创50沽1月1550",0.204,0.1847,0.1919,302,1.55,236,38.67,2.33,20260128,5.76,-0.7835,1.7036,-0.132,"科创50ETF",1.393
0.0549,"科创50沽6月1200",0.0602,0.0548,0.0562,3405,1.2,-38,34.01,17.8,20260624,5.35,-0.2107,0.9139,-0.0752,"科创50ETF",1.393
0.0845,"科创50沽3月1350",0.0945,0.083,0.0865,8014,1.35,333,34.55,9.15,20260325,6.34,-0.3843,1.6088,-0.1323,"科创50ETF",1.393
0.1471,"科创50沽1月1500",0.1639,0.1434,0.1505,477,1.5,112,36.04,2.88,20260128,6.61,-0.6981,2.0253,-0.1621,"科创50ETF",1.393
0.1713,"科创50沽12月1550",0.1912,0.169,0.1735,13834,1.55,-484,41.8,1.03,20251224,7.28,-0.8955,1.5939,-0.1206,"科创50ETF",1.393
0.0032,"科创50沽3月950",0.0036,0.0032,0.0033,8149,0.95,454,37.11,32.03,20260325,4,-0.0092,0.1049,-0.0089,"科创50ETF",1.393
0.11,"科创50沽1月1450",0.124,0.1061,0.1098,634,1.45,241,34.42,3.8,20260128,7.56,-0.5966,2.249,-0.1839,"科创50ETF",1.393
0.018,"科创50沽3月1150",0.0204,0.0172,0.018,24029,1.15,-322,32.96,18.74,20260325,8.39,-0.1084,0.7842,-0.0662,"科创50ETF",1.393
0.0604,"科创50沽3月1300",0.0685,0.0603,0.063,13689,1.3,398,33.59,11.01,20260325,6.99,-0.3031,1.471,-0.1221,"科创50ETF",1.393
0.0418,"科创50沽3月1250",0.0476,0.0404,0.0418,12197,1.25,177,33.08,13.27,20260325,7.59,-0.2279,1.2725,-0.1063,"科创50ETF",1.393
0.0007,"科创50沽12月1050",0.0008,0.0007,0.0008,32196,1.05,-189,46.88,24.67,20251224,0.2,-0.0001,0.0072,-0.0005,"科创50ETF",1.393
0.0275,"科创50沽3月1200",0.0319,0.0284,0.0287,14964,1.2,166,32.67,15.83,20260325,8.22,-0.1623,1.0344,-0.0869,"科创50ETF",1.393
0.0072,"科创50沽3月1050",0.0084,0.0069,0.0075,9607,1.05,533,34.18,25.14,20260325,7.43,-0.0384,0.352,-0.0299,"科创50ETF",1.393
0.0006,"科创50沽12月1000",0.0007,0.0006,0.0007,41323,1,503,53.13,28.26,20251224,0,0,0.0007,0,"科创50ETF",1.393
0.1235,"科创50沽12月1500",0.1442,0.1235,0.1252,21837,1.5,115,35.35,1.18,20251224,9.06,-0.8036,2.4369,-0.1963,"科创50ETF",1.393
0.0113,"科创50沽3月1100",0.0132,0.0113,0.0117,14290,1.1,464,33.3,21.84,20260325,8.3,-0.0673,0.5494,-0.0465,"科创50ETF",1.393
0.0755,"科创50沽1月1400",0.0879,0.0748,0.0753,2773,1.4,5,32.08,4.92,20260128,8.94,-0.4843,2.3157,-0.1922,"科创50ETF",1.393
0.0496,"科创50沽1月1350",0.0595,0.0493,0.0499,4444,1.35,1278,31.2,6.65,20260128,10.37,-0.3693,2.1921,-0.1838,"科创50ETF",1.393
0.0303,"科创50沽1月1300",0.0375,0.03,0.0309,8769,1.3,2616,30.66,8.85,20260128,12.02,-0.2614,1.8897,-0.1596,"科创50ETF",1.393
0.0009,"科创50购12月1700",0.0011,0.0008,0.0011,21048,1.7,-268,34.38,22.1,20251224,13,0.0084,0.2021,-0.0177,"科创50ETF",1.393
0.0009,"科创50沽12月1100",0.0011,0.0008,0.0011,44510,1.1,-607,41.41,21.1,20251224,2.32,-0.0015,0.0455,-0.0038,"科创50ETF",1.393
0.0824,"科创50沽12月1450",0.1015,0.0824,0.0825,43455,1.45,-369,32.28,1.82,20251224,11.32,-0.6696,3.1889,-0.2649,"科创50ETF",1.393
0.0008,"科创50购12月1750",0.001,0.0008,0.0009,27055,1.75,-419,38.28,25.69,20251224,5.22,0.003,0.0811,-0.007,"科创50ETF",1.393
0.0027,"科创50沽12月1200",0.0035,0.0026,0.0027,49677,1.2,-566,34.18,14.05,20251224,15.43,-0.0299,0.5983,-0.0515,"科创50ETF",1.393
0.0161,"科创50沽1月1250",0.021,0.016,0.0164,8171,1.25,2758,29.69,11.42,20260128,14.66,-0.1694,1.4671,-0.1246,"科创50ETF",1.393
0.0081,"科创50沽1月1200",0.0107,0.0079,0.0081,11067,1.2,4130,29.59,14.44,20260128,17.03,-0.099,1.013,-0.0864,"科创50ETF",1.393
0.0486,"科创50沽12月1400",0.0642,0.0485,0.0486,70984,1.4,6542,30.18,2.99,20251224,14.43,-0.5034,3.5116,-0.2965,"科创50ETF",1.393
0.0256,"科创50沽12月1350",0.0361,0.0255,0.0256,85560,1.35,3647,29.79,4.92,20251224,18.01,-0.3309,3.1918,-0.272,"科创50ETF",1.393
0.005,"科创50沽12月1250",0.0075,0.0049,0.005,75553,1.25,3512,30.86,10.62,20251224,23.29,-0.0836,1.3537,-0.1164,"科创50ETF",1.393
0.0004,"科创50沽12月950",0.0005,0.0004,0.0005,22504,0.95,-9,57.81,31.83,20251224,0,0,0,0,"科创50ETF",1.393
0.0114,"科创50沽12月1300",0.0177,0.0114,0.0115,77892,1.3,7843,29.49,7.49,20251224,22.48,-0.184,2.3426,-0.2007,"科创50ETF",1.393
0.047,"创业板ETF购12月3100",0.0407,0.0469,0.047,86691,3.1,7904,22.22,3.69,20251224,26.86,0.416,1.6023,-0.6573,"创业板ETF",3.035
0.0226,"创业板ETF购12月3200",0.0198,0.0226,0.0227,83978,3.2,5250,23.19,6.18,20251224,36.47,0.2716,1.3623,-0.5559,"创业板ETF",3.035
0.058,"创业板ETF购1月3200",0.051,0.058,0.0584,2788,3.2,844,23.63,7.35,20260128,18.87,0.3607,1.0148,-0.4196,"创业板ETF",3.035
0.0885,"创业板ETF购12月3000",0.0781,0.0885,0.0886,65331,3,12946,20.75,1.76,20251224,19.82,0.578,1.6074,-0.6651,"创业板ETF",3.035
0.0361,"创业板ETF购1月3300",0.032,0.0361,0.0367,2879,3.3,989,24.02,9.92,20260128,22.78,0.271,0.898,-0.3696,"创业板ETF",3.035
0.0009,"创业板ETF沽12月2000",0.0009,0.0008,0.0009,16783,2,73,62.5,34.13,20251224,0,0,0,0,"创业板ETF",3.035
0.1164,"创业板ETF购12月2950",0.1036,0.1164,0.1165,43286,2.95,4889,19.41,1.03,20251224,17.15,0.6577,1.5089,-0.6285,"创业板ETF",3.035
0.023,"创业板ETF购1月3400",0.0203,0.0227,0.0231,4965,3.4,1318,24.8,12.78,20260128,25.89,0.1962,0.7501,-0.3077,"创业板ETF",3.035
0.1295,"创业板ETF购1月3000",0.1156,0.129,0.1295,3684,3,1981,21.68,3.11,20260128,13.34,0.5692,1.0651,-0.4469,"创业板ETF",3.035
0.1851,"创业板ETF购1月2900",0.1659,0.1851,0.1874,792,2.9,468,20.26,1.65,20260128,11.06,0.6748,0.9758,-0.4146,"创业板ETF",3.035
0.1494,"创业板ETF购12月2900",0.1343,0.1493,0.1494,32478,2.9,2640,17.14,0.47,20251224,14.87,0.7322,1.3527,-0.5684,"创业板ETF",3.035
0.0862,"创业板ETF购1月3100",0.0776,0.0852,0.0875,3163,3.1,1893,22.41,4.98,20260128,16.27,0.462,1.0765,-0.4478,"创业板ETF",3.035
0.1543,"创业板ETF购1月2950",0.1393,0.1509,0.1551,792,2.95,272,20.78,2.28,20260128,12.25,0.6227,1.0298,-0.4345,"创业板ETF",3.035
0.0102,"创业板ETF购12月3300",0.0092,0.0102,0.0103,77156,3.3,7792,24.12,9.07,20251224,47.82,0.1607,1.0024,-0.4075,"创业板ETF",3.035
0.0298,"创业板ETF购3月3600",0.0275,0.0292,0.0298,10664,3.6,517,25.51,19.6,20260325,18.5,0.1816,0.5185,-0.2142,"创业板ETF",3.035
0.0719,"创业板ETF购3月3300",0.065,0.0718,0.0719,7433,3.3,139,23.54,11.1,20260325,14.7,0.3482,0.7264,-0.3032,"创业板ETF",3.035
0.0401,"创业板ETF购3月3500",0.0364,0.0388,0.04,6196,3.5,722,24.93,16.64,20260325,17.35,0.2293,0.5956,-0.2468,"创业板ETF",3.035
0.0532,"创业板ETF购3月3400",0.0486,0.0533,0.0538,5729,3.4,382,24.15,13.78,20260325,16.25,0.2849,0.667,-0.2773,"创业板ETF",3.035
0.215,"创业板ETF购1月2850",0.1986,0.2104,0.2162,527,2.85,412,18.26,0.99,20260128,10.23,0.7246,0.9052,-0.3878,"创业板ETF",3.035
0.1867,"创业板ETF购12月2850",0.1709,0.1835,0.186,8082,2.85,1723,0,0.06,20251224,12.98,0.7985,1.1552,-0.4914,"创业板ETF",3.035
0.1897,"创业板ETF购3月2950",0.1743,0.184,0.1934,2434,2.95,81,20.01,3.45,20260325,9.75,0.6096,0.7541,-0.3228,"创业板ETF",3.035
0.2147,"创业板ETF购3月2900",0.1977,0.2101,0.2195,2195,2.9,4,19.04,2.63,20260325,9.16,0.6481,0.7292,-0.314,"创业板ETF",3.035
0.278,"创业板ETF购3月2800",0.27,0.2653,0.2789,758,2.8,-100,17.41,1.42,20260325,7.89,0.7223,0.6588,-0.2879,"创业板ETF",3.035
0.1655,"创业板ETF购3月3000",0.1526,0.1652,0.1693,4967,3,1206,20.57,4.3,20260325,10.47,0.5707,0.7716,-0.3286,"创业板ETF",3.035
0.0052,"创业板ETF购12月3400",0.0048,0.0051,0.0052,41435,3.4,2254,25.78,12.2,20251224,50.37,0.0863,0.6467,-0.2622,"创业板ETF",3.035
0.0951,"创业板ETF购3月3200",0.0879,0.093,0.096,4061,3.2,-58,22.63,8.57,20260325,13.34,0.4181,0.7673,-0.322,"创业板ETF",3.035
0.2486,"创业板ETF购1月2800",0.2293,0.2471,0.2514,181,2.8,59,14.94,0.45,20260128,9.41,0.771,0.8212,-0.3555,"创业板ETF",3.035
0.1262,"创业板ETF购3月3100",0.1167,0.1247,0.1293,7396,3.1,467,21.73,6.3,20260325,11.86,0.4931,0.7838,-0.331,"创业板ETF",3.035
0.0219,"创业板ETF购3月3700",0.0203,0.0219,0.0225,12848,3.7,1824,26,22.63,20260325,19.64,0.1417,0.441,-0.1817,"创业板ETF",3.035
0.1221,"创业板ETF购6月3300",0.1136,0.1178,0.1218,1268,3.3,47,23.34,12.75,20260624,10.17,0.409,0.5736,-0.2436,"创业板ETF",3.035
0.0999,"创业板ETF购6月3400",0.0931,0.097,0.0997,1420,3.4,7,23.95,15.32,20260624,10.88,0.358,0.5513,-0.233,"创业板ETF",3.035
0.2357,"创业板ETF购6月2950",0.2234,0.2368,0.2417,382,2.95,59,19.7,4.97,20260624,7.82,0.6073,0.5676,-0.2471,"创业板ETF",3.035
0.1469,"创业板ETF购6月3200",0.1376,0.145,0.1504,1761,3.2,63,22.42,10.28,20260624,9.57,0.4633,0.5865,-0.2504,"创业板ETF",3.035
0.2157,"创业板ETF购6月3000",0.2032,0.2095,0.2202,1305,3,61,20.47,5.95,20260624,8.13,0.5781,0.5777,-0.2503,"创业板ETF",3.035
0.3063,"创业板ETF购3月2750",0.3315,0.2968,0.312,351,2.75,0,13.67,0.7,20260325,7.5,0.7571,0.6148,-0.2712,"创业板ETF",3.035
0.3371,"创业板ETF购6月2750",0.3181,0.3277,0.3445,120,2.75,27,15.16,1.72,20260624,6.49,0.7214,0.4958,-0.2214,"创业板ETF",3.035
0.2823,"创业板ETF购6月2850",0.2772,0.2758,0.2899,207,2.85,19,17.91,3.21,20260624,7.15,0.6653,0.5377,-0.2367,"创业板ETF",3.035
0.259,"创业板ETF购6月2900",0.2533,0.2522,0.2651,826,2.9,89,18.99,4.09,20260624,7.46,0.6364,0.5542,-0.2426,"创业板ETF",3.035
